"objectid","parking_space_id","post_id","ms_pay_station_id","ms_space_num","sensor_flag","on_offstreet_type","osp_id","jurisdiction","pm_district_id","blockface_id","active_meter_flag","reason_code","smart_meter_flag","meter_type","meter_vendor","meter_model","cap_color","pco_beat","old_rate_area","street_id","street_name","street_num","parity_digit_position","street_seg_ctrln_id","orientation","longitude","latitude","legislation_ref","legislation_dt","work_order","comments","collection_route","collection_subroute","pmr_route","nfc_key","spt_code","collection_route_desc","collection_subroute_desc","shape","data_as_of","data_loaded_at","analysis_neighborhood","supervisor_district",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq"
"159157",,"472-03090","-","0",,"ON",,"SFMTA","15","472031","M","-",,"SS","IPS","M5","Grey",,,"472","HYDE ST","309",,"7117000",,"-122.4160127004","37.7837988985",,,,,"413","413-1","E-1",,,"Hyde St: Unit - 1000","Hyde Unit-2100","POINT (-122.4160127 37.783798898)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Tenderloin","5","36","20","20","5","10"
"158924",,"330-09090","-","0",,"ON",,"SFMTA","42","330091","M","-",,"SS","MacKay","mkBeacon","Grey",,,"330","BRANNAN ST","909",,"3089000",,"-122.40568769880001","37.7709677973",,,,,"418","418-1","S-1",,,"Brannan St: 700 - 900 9th St","9th-11th Brannan Bryant Harrison","POINT (-122.405687699 37.770967797)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","33","33","1","10"
"151164",,"683-08640","-","0",,"ON",,"SFMTA","33","683082","U","U9",,"-","-","-","-",,,"683","THORNTON AVE","864",,"12586000",,"-122.40462609730001","37.7304070973",,,,,,,"O-4",,,,,"POINT (-122.404626097 37.730407097)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Portola","9","25","91","91","2","2"
"151043",,"440-11310","-","0",,"ON",,"SFMTA","15","440111","M","-",,"SS","IPS","M5","Grey",,,"440","GEARY BLVD","1131",,"6037000",,"-122.4225370006","37.7854748991",,,,,"113","113-1","E-3",,,"Post - Geary - O Farrell","Post-Geary-Ofarrell","POINT (-122.422537001 37.785474899)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Western Addition","2","39","100","100","4","11"
"152063",,"363-12260","-","0",,"ON",,"SFMTA","6","363122","M","-",,"SS","IPS","M5","Grey",,,"363","COLUMBUS AVE","1226",,"4306000",,"-122.4180341025","37.8058465001",,,,,"201","201-53","F-1",,,"Fishermans Wharf","Fishermans Wharf","POINT (-122.418034102 37.8058465)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","North Beach","3","23","99","99","6","3"
"150549",,"223-33430","-","0",,"ON",,"SFMTA","4","223331","M","-",,"SS","IPS","M5","Grey",,,"223","23RD ST","3343",,"1266000",,"-122.4203402158","37.753684703",,,,,"302","302-2","R-4",,,"Mission St: 2500 - 2700","Mission 2500-2700","POINT (-122.420340216 37.753684703)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","9","20","53","53","3","2"
"158347",,"820-01080","-","0",,"ON",,"PORT","2","820012","M","-",,"SS","IPS","M5","Grey",,,"820","BRYANT ST","108",,"3276000",,"-122.3890889992","37.786756497700004",,,,,"607","607-3","Port 2",,,"Beale st and Delancy St","Beale St 500","POINT (-122.389088999 37.786756498)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","30","30","1","10"
"152640",,"902-00570","902-00004","45",,"OFF",,"SFMTA","5","350242","M","-",,"MS","MacKay","EliteTango","Grey",,,"350","CALIFORNIA ST","2450",,"3558000",,"-122.4349301026","37.7892188997",,,,,"M-907","M907-1","C-4",,,"California - Steiner Sts: Lot","Cal _Steiner Lot","POINT (-122.434930103 37.7892189)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Pacific Heights","2","30","102","102","4","6"
"155286",,"415-30290","-","0",,"ON",,"SFMTA","8","415301","M","-",,"SS","MacKay","mkBeacon","Green",,,"415","FILLMORE ST","3029",,"5562000",,"-122.43572129840001","37.7978464988",,,,,"215","215-3","F-2",,,"Union St:1500-2200 Fillmore St","Filbert/Fillmore/Greenwich/Pix","POINT (-122.435721298 37.797846499)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Marina","2","13","15","15","4","6"
"156202",,"540-16010","-","0",,"ON",,"SFMTA","5","540161","T","UD",,"SS","IPS","M5","Grey",,,"540","LAGUNA ST","1601",,"7964000",,"-122.4282367003","37.7858865009",,,,,"DPT MOS","DPT MOS","C-3",,,,,"POINT (-122.4282367 37.785886501)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Japantown","5","15","101","101","4","11"
"153530",,"680-10130","-","0",,"ON",,"SFMTA","26","680101","M","-",,"SS","IPS","M5","Grey",,,"680","TARAVAL ST","1013",,"12396000",,"-122.47726410039999","37.7428982005",,,,,"321","321-1","A-2",,,"Taraval St: 400 - 1800","Taraval","POINT (-122.4772641 37.7428982)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Sunset/Parkside","4","35","40","40","10","7"
"156253",,"363-10160","-","0",,"ON",,"SFMTA","6","363102","M","-",,"SS","IPS","M5","Grey",,,"363","COLUMBUS AVE","1016",,"4303000",,"-122.4154696983","37.804071598600004",,,,,"202","202-2","F-1",,,"Columbus Ave: Unit - 1100","Columbus","POINT (-122.415469698 37.804071599)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","North Beach","3","23","106","106","6","3"
"154096",,"327-03170","-","0",,"ON",,"SFMTA","12","327031","M","-",,"SS","IPS","M5","Grey",,,"327","BROADWAY","317",,"3146000",,"-122.402854202","37.7982701984",,,,,"203","203-1","G-1",,,"Broadway St: Unit - 800","Broadway","POINT (-122.402854202 37.798270198)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","North Beach","3","23","106","106","6","3"
"160162",,"380-03170","-","0",,"ON",,"SFMTA","1","380031","M","-",,"SS","IPS","M5","Grey",,,"380","DAVIS ST","317",,"4607000",,"-122.3981672988","37.7958671012",,,,,"224","224-1","I-1",,,"Davis St: Unit - 600","Davis: Unit - 200","POINT (-122.398167299 37.795867101)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","108","108","6","3"
"160834",,"205-02270","-","0",,"ON",,"SFMTA","1","205021","U","UC",,"SS","IPS","M5","Grey",,,"205","05TH ST","227",,"297000",,"-122.40420570010001","37.7810403974",,,,,,,"N-3",,,,,"POINT (-122.4042057 37.781040397)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"156155",,"720-18060","-","0",,"ON",,"SFMTA","15","720182","M","-",,"SS","IPS","M5","Grey",,,"720","WASHINGTON ST","1806",,"13433000",,"-122.4232743007","37.793052799",,,,,"116","116-2","D-2",,,"Sacramento 1600-1700","Sacramento 1600- 1700","POINT (-122.423274301 37.793052799)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Pacific Heights","2","30","102","102","4","6"
"150315",,"422-02090","-","0",,"ON",,"SFMTA","1","422021","M","-",,"SS","IPS","M5","Red",,,"422","FRONT ST","209",,"5869000",,"-122.39894340160001","37.7937456974",,,,,"214","214-1","I-1",,,"Front St: Unit - 300","Front: Unit - 300","POINT (-122.398943402 37.793745697)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","108","108","6","3"
"152625",,"350-35390","-","0",,"ON",,"SFMTA","19","350351","M","-",,"SS","MacKay","mkBeacon","Grey",,,"350","CALIFORNIA ST","3539",,"3569000",,"-122.4526799002","37.7863797982",,,,,"103","103-1","C-2",,,"Divisadero St: Sacramento St","California - Spruce - Laural","POINT (-122.4526799 37.786379798)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Presidio Heights","2","31","11","11","8","6"
"156529",,"878-00700","-","0",,"ON",,"PORT","11","878002","M","-",,"SS","IPS","M5","Grey",,,"878","VALLEJO ST","70",,"13080000",,"-122.3993556012","37.7998350997",,,,,"606","606-5","Port 1",,,"Green St; Vallejo St; Front St","Green","POINT (-122.399355601 37.7998351)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","77","77","6","3"
"156080",,"700-04380","-","0",,"ON",,"SFMTA","4","700042","M","-",,"SS","MacKay","mkBeacon","Grey",,,"700","VALENCIA ST","438",,"13059000",,"-122.4220576004","37.765572098",,,,,"100","100","R-2",,,,,"POINT (-122.4220576 37.765572098)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","9","20","37","37","3","5"
"162079",,"340-00743","-","0",,"ON",,"SFMTA","2","340002","T","UX",,"SS","IPS","M5","Grey",,,"340","BLUXOME ST","74",,"2993000",,"-122.3975865","37.776359797400005",,,,,"DPT MOS","DPT MOS","N-4",,,,,"POINT (-122.3975865 37.776359797)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"155859",,"471-08350","-","0",,"ON",,"SFMTA","2","471081","M","-",,"SS","IPS","M5","Grey",,,"471","HARRISON ST","835",,"6719000",,"-122.400671398","37.779829899700005",,,,,"DPT MOS","DPT MOS","N-4",,,,,"POINT (-122.400671398 37.7798299)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"151022",,"440-08310","-","0",,"ON",,"SFMTA","15","440081","M","UY",,"SS","IPS","M5","Red",,,"440","GEARY ST","831",,"6116000",,"-122.4175669008","37.7861061011",,,,,"113","113-1","E-2",,,"Post - Geary - O Farrell","Post-Geary-Ofarrell","POINT (-122.417566901 37.786106101)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Tenderloin","5","36","20","20","6","10"
"156636",,"413-21370","-","0",,"ON",,"SFMTA","7","413211","M","UV",,"SS","MacKay","mkBeacon","Grey",,,"413","FILBERT ST","2137",,"5521000",,"-122.4352111981","37.798026598",,,,,"215","215-2","F-2",,,"Union St:1500-2200 Fillmore St","Filbert/Fillmore/Greenwich/Pix","POINT (-122.435211198 37.798026598)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Marina","2","13","15","15","4","6"
"160400",,"581-25200","-","0",,"ON",,"SFMTA","25","581252","M","-",,"SS","IPS","M5","Grey",,,"581","NORIEGA ST","2520",,"9666000",,"-122.490883799","37.7537035019",,,,,"332","332-2","A-2",,,"Noriega St: 2300 - 2500","Noriega 30th Ave - 34th Ave","POINT (-122.490883799 37.753703502)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Sunset/Parkside","4","35","39","39","10","7"
"159757",,"542-11260","-","0",,"ON",,"SFMTA","15","542112","M","-",,"SS","IPS","M5","Grey",,,"542","LARKIN ST","1126",,"8137000",,"-122.4185279028","37.7886639004",,,,,"414","414-2","D-1",,,"Larkin St: Unit - 1100","Larkin Unit-1100","POINT (-122.418527903 37.7886639)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Nob Hill","3","21","50","50","6","3"
"150081",,"470-16570","-","0",,"ON",,"SFMTA","14","470161","M","-",,"SS","IPS","M5","Yellow",,,"470","HOWARD ST","1657",,"12018101",,"-122.4175173973","37.7702818",,,,,"431","431-3","N-1",,,"Howard St: 800 - 1600","Howard 1600-1500","POINT (-122.417517397 37.7702818)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","6","20","32","32","1","10"
"161979",,"413-07050","413-07001","5",,"ON",,"SFMTA","12","413071","M","-",,"MS","MacKay","Tango","Black",,,"413","FILBERT ST","705",,"5504000",,"-122.4110602026","37.8011020021",,,,,"M-206","M206-4","G-4",,,"Stockton St: Green St:Vallejo","Filbert St: 700","POINT (-122.411060203 37.801102002)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","North Beach","3","23","106","106","6","3"
"154008",,"203-03400","-","0",,"ON",,"SFMTA","2","203032","M","-",,"SS","IPS","M5","Grey",,,"203","03RD ST","340",,"170000",,"-122.3983232022","37.7831766986",,,,,"DPT MOS","DPT MOS","M-2",,,,,"POINT (-122.398323202 37.783176699)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"159945",,"591-26270","-","0",,"ON",,"SFMTA","31","591261","M","-",,"SS","IPS","M5","Grey",,,"591","OCEAN AVE","2627",,"9848000",,"-122.4738774986","37.7318774004",,,,,"319","319-1","O-1",,,"Ocean ave: 2300-2600 Holloway","Ocean 2400-2600","POINT (-122.473877499 37.7318774)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","West of Twin Peaks","7","41","62","62","10","8"
"156926",,"440-59200","-","0",,"ON",,"SFMTA","21","440592","M","-",,"SS","IPS","M5","Grey",,,"440","GEARY BLVD","5920",,"6080201",,"-122.48328102740001","37.7802938332",,,,,"118","118-2","B-4",,,"Geary St: 5000 - 5200","Geary","POINT (-122.483281027 37.780293833)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Outer Richmond","1","29","8","8","8","4"
"157067",,"606-01140","-","0",,"ON",,"SFMTA","1","606012","M","UV",,"SS","IPS","M5","Red",,,"606","PINE ST","114",,"10454000",,"-122.39927220130001","37.7923739989",,,,,"210","210-4","I-1",,,"California: Unit - 900 Pine St","Pine: Unit - 600","POINT (-122.399272201 37.792373999)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","108","108","6","3"
"157153",,"321-34210","-","0",,"ON",,"SFMTA","22","321341","M","-",,"SS","IPS","M5","Grey",,,"321","BALBOA ST","3421",,"2680000",,"-122.4959101973","37.7757110995",,,,,"119","119-1","B-4",,,"Balboa St: 3200 - 3600","Balboa (Outer)","POINT (-122.495910197 37.7757111)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Outer Richmond","1","29","8","8","8","4"
"158727",,"525-00180","525-00002","18",,"ON",,"SFMTA","1","525002","M","UV",,"MS","MacKay","Tango","Black",,,"525","KAPLAN LN","18",,"7741000",,"-122.3992394001","37.7849935991",,,,,"M-931","M-931","M-2",,,"Kaplan Ln: Unit","Kaplan Ln. Unit","POINT (-122.3992394 37.784993599)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","32","32","1","10"
"160444",,"350-34250","-","0",,"ON",,"SFMTA","19","350341","M","-",,"SS","MacKay","mkBeacon","Grey",,,"350","CALIFORNIA ST","3425",,"3568000",,"-122.4507933014","37.7866199006",,,,,"103","103-1","C-2",,,"Divisadero St: Sacramento St","California - Spruce - Laural","POINT (-122.450793301 37.786619901)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Presidio Heights","2","31","11","11","8","6"
"151260",,"464-03280","-","0",,"ON",,"SFMTA","3","464032","T","UM",,"SS","IPS","M5","Black",,,"464","HAYES ST","328",,"6815000",,"-122.422253864","37.7770381811",,,,,"411","411-2","J-5",,,"Gough St: Unit - 500","Hayes / Fell / Oak","POINT (-122.422253864 37.777038181)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Hayes Valley","5","9","21","21","4","11"
"159988",,"568-19190","-","0",,"ON",,"SFMTA","4","568191","M","-",,"SS","IPS","M5","Yellow",,,"568","MISSION ST","1919",,"9115000",,"-122.4196780005","37.7660597012",,,,,"DPT MOS","DPT MOS","R-2",,,,,"POINT (-122.419678 37.766059701)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","9","20","53","53","3","2"
"159492",,"360-05100","-","0",,"ON",,"SFMTA","9","360052","U","U3",,"-","-","-","-",,,"360","CLEMENT ST","510",,"4155000",,"-122.46487231740001","37.7830016052",,,,,,,"B-2",,,,,"POINT (-122.464872317 37.783001605)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Inner Richmond","1","11","5","5","8","4"
"156771",,"470-16530","-","0",,"ON",,"SFMTA","14","470161","M","-",,"SS","IPS","M5","Grey",,,"470","HOWARD ST","1653",,"7059000",,"-122.41748129919999","37.7703933016",,,,,"DPT MOS","DPT MOS","N-1",,,,,"POINT (-122.417481299 37.770393302)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","6","20","32","32","1","10"
"156123",,"350-05260","-","0",,"ON",,"SFMTA","1","350052","M","-",,"SS","IPS","M5","Yellow",,,"350","CALIFORNIA ST","526",,"3530000",,"-122.4037308988","37.7928006993",,,,,"210","210-2","I-2",,,"California: Unit - 900 Pine St","California: Unit - 700","POINT (-122.403730899 37.792800699)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","108","108","6","3"
"158496",,"326-04360","-","0",,"ON",,"SFMTA","6","326042","M","-",,"SS","IPS","M5","Grey",,,"326","BEACH ST","436",,"2842000",,"-122.4170524978","37.8071533003",,,,,"201","201-52","F-1",,,"Fishermans Wharf","Fishermans Wharf","POINT (-122.417052498 37.8071533)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","North Beach","3","23","99","99","6","3"
"152412",,"120-03930","-","0",,"ON",,"SFMTA","21","120031","M","-",,"SS","IPS","M5","Green",,,"120","20TH AVE","393",,"1000000",,"-122.479466602","37.7806292985",,,,,"118","118-2","B-3",,,"Geary St: 5000 - 5200","Geary","POINT (-122.479466602 37.780629299)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Outer Richmond","1","29","8","8","8","4"
"161844",,"331-08310","-","0",,"ON",,"SFMTA","14","331081","M","-",,"SS","MacKay","mkBeacon","Green",,,"331","BRYANT ST","831",,"3290000",,"-122.40337441640001","37.775240071800006",,,,,"428","428-1","S-1",,,"Bryant St: 800","Bryant 800","POINT (-122.403374416 37.775240072)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"154763",,"855-00540","-","0",,"ON",,"PORT","11","855002","M","-",,"SS","IPS","M5","Grey",,,"855","LOMBARD ST","54",,"8431000",,"-122.40314860240001","37.804124801300006",,,,,"618","618-1","Port 1",,,"Sansome Street","Sansome Street | 1500","POINT (-122.403148602 37.804124801)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","77","77","6","3"
"155814",,"359-24400","-","0",,"ON",,"SFMTA","5","359244","U","U7",,"-","-","-","-",,,"359","CLAY ST","2440",,"4111000",,"-122.43403859780001","37.7907943007",,,,,,,"C-4",,,,,"POINT (-122.434038598 37.790794301)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Pacific Heights","2","30","102","102","4","6"
"161399",,"363-06350","-","0",,"ON",,"SFMTA","12","363061","M","-",,"SS","IPS","M5","Grey",,,"363","COLUMBUS AVE","635",,"4297000",,"-122.4111520012","37.8008597986",,,,,"202","202-1","G-4",,,"Columbus Ave: Unit - 1100","Columbus","POINT (-122.411152001 37.800859799)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Chinatown","3","6","107","107","6","3"
"158720",,"444-00360","-","0",,"ON",,"SFMTA","1","444002","M","-",,"SS","IPS","M5","Yellow",,,"444","GRANT AVE","36",,"6381000",,"-122.4048942008","37.7873615985",,,,,"204","204-1","I-3",,,"Grant Ave: Unit -1500","Grant: Unit - 300","POINT (-122.404894201 37.787361598)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","19","19","6","3"
"161701",,"325-04310","-","0",,"ON",,"SFMTA","6","325041","M","-",,"SS","IPS","M5","Grey",,,"325","BAY ST","431",,"2776000",,"-122.4147993025","37.805396900400005",,,,,"DPT MOS","DPT MOS","F-1",,,,,"POINT (-122.414799303 37.8053969)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","North Beach","3","23","106","106","6","3"
"160046",,"568-51130","-","0",,"ON",,"SFMTA","35","568511","U","U8",,"-","-","-","-",,,"568","MISSION ST","5113",,"9177000",,"-122.4406239015","37.716826100700004",,,,,,,"O-2",,,,,"POINT (-122.440623902 37.716826101)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Excelsior","11","7","90","90","9","1"
"156344",,"680-15230","-","0",,"ON",,"SFMTA","26","680151","M","UV",,"SS","IPS","M5","Yellow",,,"680","TARAVAL ST","1523",,"12401000",,"-122.4828798023","37.7426513982",,,,,"321","321-1","A-2",,,"Taraval St: 400 - 1800","Taraval","POINT (-122.482879802 37.742651398)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Sunset/Parkside","4","35","40","40","10","7"
"158556",,"725-02210","-","0",,"ON",,"SFMTA","10","725021","M","-",,"SS","IPS","M5","Grey",,,"725","WEST PORTAL AVE","221",,"13578101",,"-122.468317799","37.738448197800004",,,,,"320","320-2","A-1",,,"West Portal Ave: Unit - 300","West Portal","POINT (-122.468317799 37.738448198)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","West of Twin Peaks","7","41","46","46","10","8"
"150858",,"380-03130","-","0",,"ON",,"SFMTA","1","380031","M","-",,"SS","IPS","M5","Grey",,,"380","DAVIS ST","313",,"4607000",,"-122.3981455003","37.795759701099996",,,,,"224","224-1","I-1",,,"Davis St: Unit - 600","Davis: Unit - 200","POINT (-122.3981455 37.795759701)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","108","108","6","3"
"158968",,"324-01100","-","0",,"ON",,"SFMTA","1","324012","T","U9",,"SS","IPS","M5","Yellow",,,"324","BATTERY ST","110",,"2753000",,"-122.3997468014","37.7925677997",,,,,"DPT MOS","DPT MOS","I-1",,,,,"POINT (-122.399746801 37.7925678)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","108","108","6","3"
"153647",,"568-30030","-","0",,"ON",,"SFMTA","29","568301","U","UF",,"-","-","-","-",,,"568","MISSION ST","3003",,"9128000",,"-122.4180284978","37.7488763024",,,,,,,"R-5",,,,,"POINT (-122.418028498 37.748876302)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","9","20","53","53","3","2"
"161057",,"658-00307","658-00300","7",,"ON",,"SFMTA","1","658002","M","-",,"MS","MacKay","Tango","Black",,,"658","SPEAR ST","30",,"12044000",,"-122.3950773996","37.7932484996",,,,,"M-405","M405-5","M-1",,,"Folsom St: Main St: Spear St:","Spear St: Unit","POINT (-122.3950774 37.7932485)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","108","108","6","10"
"161475",,"360-19360","-","0",,"ON",,"SFMTA","21","360192","M","-",,"SS","IPS","M5","Grey",,,"360","CLEMENT ST","1936",,"4170000",,"-122.4802964998","37.7822969005",,,,,"127","127-2","B-4",,,"Clement St: 1800 - 2400","Clement (Outer)","POINT (-122.4802965 37.782296901)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Outer Richmond","1","29","8","8","8","4"
"150636",,"653-10690","-","0",,"ON",,"SFMTA","28","653101","M","-",,"SS","IPS","M5","Grey",,,"653","SANCHEZ ST","1069",,"11528000",,"-122.4295971","37.7517820009",,,,,"304","304-62","O-3",,,"24th St (Inner):  3700 - 4100","24th St/Castro/Church/Noe","POINT (-122.4295971 37.751782001)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Noe Valley","8","22","84","84","3","5"
"161068",,"650-16330","-","0",,"ON",,"SFMTA","15","650161","M","-",,"SS","IPS","M5","Grey",,,"650","SACRAMENTO ST","1633",,"11247000",,"-122.4201156979","37.7915375018",,,,,"116","116-1","D-2",,,"Sacramento 1600-1700","Sacramento 1600- 1700","POINT (-122.420115698 37.791537502)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Nob Hill","3","21","105","105","4","3"
"155109",,"568-10530","-","0",,"ON",,"SFMTA","14","568101","T","U9",,"SS","IPS","M5","Grey",,,"568","MISSION ST","1053",,"9100000",,"-122.4098744986","37.7799453017",,,,,"DPT MOS","DPT MOS","N-3",,,,,"POINT (-122.409874499 37.779945302)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"156647",,"209-05370","-","0",,"ON",,"SFMTA","42","209051","M","-",,"SS","MacKay","mkBeacon","Grey",,,"209","09TH ST","537",,"459000",,"-122.4074479991","37.7705612023",,,,,"418","418-1","S-1",,,"Brannan St: 700 - 900 9th St","9th-11th Brannan Bryant Harrison","POINT (-122.407447999 37.770561202)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","33","33","1","10"
"161466",,"471-06460","-","0",,"ON",,"SFMTA","2","471064","M","-",,"SS","IPS","M5","Grey",,,"471","HARRISON ST","646",,"6716000",,"-122.3965029993","37.7833709017",,,,,"429","429-2","M-2",,,"Harrison St: 400 - 800","Harrison 400-700","POINT (-122.396502999 37.783370902)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","32","32","1","10"
"154809",,"720-17200","-","0",,"ON",,"SFMTA","15","720172","M","-",,"SS","IPS","M5","Grey",,,"720","WASHINGTON ST","1720",,"13432000",,"-122.4217616019","37.7932499972",,,,,"116","116-2","D-2",,,"Sacramento 1600-1700","Sacramento 1600- 1700","POINT (-122.421761602 37.793249997)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Russian Hill","3","32","105","105","4","3"
"157035",,"359-25010","-","0",,"ON",,"SFMTA","5","359251","M","-",,"SS","MacKay","mkBeacon","Grey",,,"359","CLAY ST","2501",,"4112000",,"-122.43432670060001","37.7906415992",,,,,"101","101-51","C-4",,,"Fillmore Hills: 2400 -1700","Fillimore: 2400 -1700 Califronia","POINT (-122.434326701 37.790641599)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Pacific Heights","2","30","102","102","4","6"
"157366",,"418-09330","-","0",,"ON",,"SFMTA","14","418091","U","U9",,"-","-","-","-",,,"418","FOLSOM ST","933",,"5665000",,"-122.4041620024","37.779533001500006",,,,,,,"N-3",,,,,"POINT (-122.404162002 37.779533001)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"150747",,"700-09520","-","0",,"ON",,"SFMTA","4","700092","T","UY",,"SS","MacKay","mkBeacon","Grey",,,"700","VALENCIA ST","952",,"13068000",,"-122.4212536977","37.7571781025",,,,,"100","100","R-3",,,,,"POINT (-122.421253698 37.757178102)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","9","20","52","52","3","5"
"154958",,"546-00770","-","0",,"ON",,"SFMTA","13","546001","M","-",,"SS","IPS","M5","Grey",,,"546","LEAVENWORTH ST","77",,"8238000",,"-122.4139119562","37.7817256405",,,,,"413","413-3","J-4",,,"Hyde St: Unit - 1000","Leavenworth Unit-300","POINT (-122.413911956 37.78172564)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Tenderloin","5","36","21","21","5","10"
"158836",,"562-26190","-","0",,"ON",,"SFMTA","6","562261","M","-",,"SS","IPS","M5","Yellow",,,"562","MASON ST","2619",,"8840000",,"-122.41416489859999","37.808091397300004",,,,,"201","201-52","F-1",,,"Fishermans Wharf","Fishermans Wharf","POINT (-122.414164899 37.808091397)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","North Beach","3","23","99","99","6","3"
"151899",,"384-18220","-","0",,"ON",,"SFMTA","18","384182","M","-",,"SS","MacKay","mkBeacon","Green",,,"384","DIVISADERO ST","1822",,"4815201",,"-122.4400814024","37.7868365002",,,,,"103","103-2","C-1",,,"Divisadero St: Sacramento St","Divisadero - Sacramento","POINT (-122.440081402 37.7868365)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Pacific Heights","2","30","103","103","4","6"
